auroc,auprc,accuracy,precision,recall,f1,brier,specificity,npv,bootstrap_auroc_mean,bootstrap_auroc_std,bootstrap_auroc_ci_lower,bootstrap_auroc_ci_upper,bootstrap_auprc_mean,bootstrap_auprc_std,bootstrap_auprc_ci_lower,bootstrap_auprc_ci_upper,bootstrap_accuracy_mean,bootstrap_accuracy_std,bootstrap_accuracy_ci_lower,bootstrap_accuracy_ci_upper,bootstrap_precision_mean,bootstrap_precision_std,bootstrap_precision_ci_lower,bootstrap_precision_ci_upper,bootstrap_recall_mean,bootstrap_recall_std,bootstrap_recall_ci_lower,bootstrap_recall_ci_upper,bootstrap_f1_mean,bootstrap_f1_std,bootstrap_f1_ci_lower,bootstrap_f1_ci_upper,bootstrap_brier_mean,bootstrap_brier_std,bootstrap_brier_ci_lower,bootstrap_brier_ci_upper,jackknife_auroc_mean,jackknife_auroc_std,jackknife_auroc_ci_lower,jackknife_auroc_ci_upper,jackknife_auprc_mean,jackknife_auprc_std,jackknife_auprc_ci_lower,jackknife_auprc_ci_upper,jackknife_accuracy_mean,jackknife_accuracy_std,jackknife_accuracy_ci_lower,jackknife_accuracy_ci_upper,jackknife_precision_mean,jackknife_precision_std,jackknife_precision_ci_lower,jackknife_precision_ci_upper,jackknife_recall_mean,jackknife_recall_std,jackknife_recall_ci_lower,jackknife_recall_ci_upper,jackknife_f1_mean,jackknife_f1_std,jackknife_f1_ci_lower,jackknife_f1_ci_upper,jackknife_brier_mean,jackknife_brier_std,jackknife_brier_ci_lower,jackknife_brier_ci_upper
0.901472471190781,0.5640812234554583,0.8715890850722311,0.3786407766990291,0.7090909090909091,0.4936708860759494,0.0956928810025298,0.8873239436619719,0.9692307692307692,0.900882315684524,0.0216417585910769,0.8547676745701175,0.9369159864077566,0.567991422461927,0.0663541619394931,0.4219973368938602,0.689619107458177,0.8714526484751203,0.01329634349479,0.8443017656500803,0.8956661316211878,0.3780258935343984,0.0477698225479054,0.2818039772727272,0.4687959558823529,0.7088689973611085,0.0621378002842489,0.5853150406504065,0.8235294117647058,0.4915485853146137,0.0492700065242959,0.3875843960990248,0.5822784810126582,0.0959556913006308,0.0096853726959362,0.0772846796994988,0.1164422566601821,0.901472471190781,0.0209389844508353,0.8998250464620265,0.9031198959195356,0.5640880063375666,0.067108493876908,0.5588080849267709,0.5693679277483623,0.871589085072231,0.0134141040052018,0.8705336983267973,0.8726444718176647,0.378640776699029,0.0482230500380044,0.3748467127932505,0.3824348406048076,0.7090909090909091,0.0623258714063564,0.7041872719523895,0.7139945462294287,0.4936682977724154,0.0492997042924708,0.4897895255156999,0.4975470700291309,0.0956928810025298,0.0096601287111138,0.0949328472502241,0.0964529147548356
