auroc,auprc,accuracy,precision,recall,f1,brier,specificity,npv,bootstrap_auroc_mean,bootstrap_auroc_std,bootstrap_auroc_ci_lower,bootstrap_auroc_ci_upper,bootstrap_auprc_mean,bootstrap_auprc_std,bootstrap_auprc_ci_lower,bootstrap_auprc_ci_upper,bootstrap_accuracy_mean,bootstrap_accuracy_std,bootstrap_accuracy_ci_lower,bootstrap_accuracy_ci_upper,bootstrap_precision_mean,bootstrap_precision_std,bootstrap_precision_ci_lower,bootstrap_precision_ci_upper,bootstrap_recall_mean,bootstrap_recall_std,bootstrap_recall_ci_lower,bootstrap_recall_ci_upper,bootstrap_f1_mean,bootstrap_f1_std,bootstrap_f1_ci_lower,bootstrap_f1_ci_upper,bootstrap_brier_mean,bootstrap_brier_std,bootstrap_brier_ci_lower,bootstrap_brier_ci_upper,jackknife_auroc_mean,jackknife_auroc_std,jackknife_auroc_ci_lower,jackknife_auroc_ci_upper,jackknife_auprc_mean,jackknife_auprc_std,jackknife_auprc_ci_lower,jackknife_auprc_ci_upper,jackknife_accuracy_mean,jackknife_accuracy_std,jackknife_accuracy_ci_lower,jackknife_accuracy_ci_upper,jackknife_precision_mean,jackknife_precision_std,jackknife_precision_ci_lower,jackknife_precision_ci_upper,jackknife_recall_mean,jackknife_recall_std,jackknife_recall_ci_lower,jackknife_recall_ci_upper,jackknife_f1_mean,jackknife_f1_std,jackknife_f1_ci_lower,jackknife_f1_ci_upper,jackknife_brier_mean,jackknife_brier_std,jackknife_brier_ci_lower,jackknife_brier_ci_upper
0.895742637644046,0.5921906534263205,0.9309791332263242,0.7,0.3818181818181818,0.4941176470588235,0.0537339857593009,0.9841549295774648,0.9426644182124788,0.8958542909869484,0.0251724539940502,0.8429771043073654,0.9388247916551256,0.596229081256782,0.0641656071668324,0.4635357309321877,0.7115325790936816,0.930983948635634,0.0104710453286548,0.9101123595505618,0.9502407704654896,0.6991604316973685,0.0821848413384727,0.5237142857142858,0.8518518518518519,0.38253357540373,0.0662333452029262,0.254537750385208,0.5098139255702281,0.4916278532376849,0.0668911658034367,0.3561491628614916,0.611764705882353,0.0537095377042078,0.0075946972308201,0.0401250798141527,0.0688480650519116,0.895742637644046,0.0250099595165109,0.8937749192062493,0.8977103560818428,0.5921973472930727,0.0681156920761368,0.5868381821527607,0.5975565124333847,0.9309791332263242,0.0101640077041541,0.930179455587975,0.9317788108646734,0.7000000000000001,0.0864815462190866,0.6931958573178768,0.7068041426821233,0.3818181818181818,0.0666691887188615,0.3765728237923742,0.3870635398439894,0.4941127554311287,0.0678303970475389,0.4887760365601765,0.499449474302081,0.0537339857593009,0.0073817711072597,0.0531532072457747,0.0543147642728272
